selected_stock,leg_stock,pvalue
JCI,RHI,0.000994303
ANSS,COF,0.000996973
EQT,JCI,0.000997369
KEY,XRAY,0.000999797
COF,UNP,0.001009259
CDNS,DHR,0.001015388
PCAR,RTX,0.001016887
ALK,TYL,0.001018348
CBRE,PFE,0.001019316
ABT,WAB,0.00101989
LKQ,PFE,0.00102619
DPZ,SNPS,0.00102625
CB,ES,0.001026667
C,FE,0.001031467
FRT,LH,0.00103445
RSG,WM,0.001039859
DTE,TRV,0.001040741
NEE,TFX,0.001045486
C,GS,0.001056294
DTE,SWK,0.001061618
HBAN,VLO,0.001061808
APD,MAR,0.001062738
MS,SCHW,0.001064931
ACN,CHD,0.00106673
COF,RTX,0.001068371
KEY,LMT,0.001072172
AMT,GPC,0.001073321
COF,COO,0.001083602
FITB,PLD,0.001086752
RHI,ZBRA,0.001088267
JCI,LEN,0.001089949
CMS,DHR,0.001090145
KEY,TEL,0.001091792
FITB,GE,0.00109928
FITB,ROK,0.001101345
C,EXC,0.001104713
EL,LEN,0.001106651
KEY,PKI,0.00110933
ADP,IFF,0.00110977
ALB,JCI,0.00111411
C,CHRW,0.00111638
CMCSA,ROP,0.001118859
OMC,PEP,0.001122454
MLM,RSG,0.001125777
C,ETR,0.001126747
NWL,SYK,0.001126775
LLY,MHK,0.001127192
KEY,PH,0.001130236
ABT,VFC,0.001131666
PEG,REG,0.001135882
DHR,FIS,0.001136312
KEY,TTWO,0.001138348
BRK-B,TT,0.001139581
DHI,SBUX,0.001139987
AIG,J,0.001140511
ICE,TXN,0.001140968
BF-B,DHI,0.001146148
AMT,FRT,0.001147812
COF,PODD,0.001147946
MKC,SJM,0.00114945
MLM,NOC,0.001152463
JCI,SYK,0.001157108
HIG,ZION,0.001161902
KEY,PRU,0.001163053
MTD,PGR,0.001163465
MCO,WFC,0.001165631
ADI,SNPS,0.001166875
ANSS,KO,0.001167049
MS,NTRS,0.001173072
DHR,LH,0.001174817
FITB,PG,0.001175344
CBRE,CMI,0.001178913
ALL,ZBH,0.001180888
CCI,PFE,0.001186621
TMUS,UPS,0.001186736
CHD,MDLZ,0.001187998
ES,LH,0.001193221
FISV,STZ,0.00119365
AEP,SPGI,0.001194036
JPM,LHX,0.001194259
LEN,PPG,0.001195404
AAP,UHS,0.001197311
KEY,RE,0.001207595
CB,WEC,0.001207651
KEY,MAR,0.001213565
SNA,STE,0.001214109
KEY,RSG,0.001215237
HSIC,NEE,0.001217238
EXPE,PEP,0.001218018
AMZN,MKTX,0.001218315
LH,PNW,0.001218486
CBRE,EXPE,0.001225854
KEY,UPS,0.001228035
JPM,RE,0.001228714
CDNS,VRSN,0.001228986
ELV,WBA,0.001234582
AMT,IT,0.00123778
AJG,DFS,0.001241624
KEY,RCL,0.001242501
DPZ,TYL,0.001244766
LH,ROL,0.00124955
ICE,PEG,0.001249567
MS,STLD,0.001252587
C,VTR,0.001257346
CDNS,CPRT,0.001258183
SNPS,TDG,0.001262494
CRL,PPL,0.001266189
FDX,MAR,0.001266344
RE,TYL,0.001270291
MMC,SPGI,0.001270664
MHK,PEP,0.001274436
DHI,JCI,0.001275779
DXCM,HAS,0.001276101
SJM,SWK,0.001280347
EFX,FICO,0.001280356
PAYX,WST,0.001281135
COF,SBAC,0.001283034
ICE,IPG,0.001283773
ESS,IT,0.001284895
ICE,RE,0.001288557
CINF,JCI,0.00129033
C,FFIV,0.001291553
LH,O,0.001292997
ECL,MCO,0.001295418
APH,MMM,0.00130197
IEX,UPS,0.001303492
AMT,WEC,0.001305066
EIX,REG,0.001308955
DUK,KO,0.001310695
FITB,GD,0.001312897
KEY,MPWR,0.001313911
TMUS,XEL,0.001315336
PNR,PODD,0.001320988
KEY,NOC,0.001324688
PH,TER,0.001325468
CHD,FRT,0.001325996
KEY,REG,0.001326894
EXPE,ICE,0.001331095
KEY,TMO,0.001332721
DPZ,TFX,0.001334032
LEN,SRE,0.001334525
HBAN,PLD,0.001334801
KEY,PAYX,0.001338559
CPT,TER,0.001340087
LH,MO,0.001343103
HBAN,TDY,0.001349432
COF,URI,0.001356897
DHI,TYL,0.00135758
AME,CBRE,0.001357587
RF,TTWO,0.001360121
KEY,UNH,0.001362683
CBRE,WDC,0.001364844
LH,PEP,0.001365191
LH,WEC,0.001379353
RF,SYK,0.001387682
LH,PCG,0.001388511
ATO,NVR,0.001392713
KEY,PTC,0.001396462
ICE,UNH,0.00139655
ICE,LHX,0.00139863
CLX,HD,0.001399043
FITB,TEL,0.001399145
DPZ,FICO,0.001402552
MA,MCO,0.001402682
MCO,SRE,0.001404189
BA,ICE,0.001404403
ICE,SYK,0.001406351
DUK,LEN,0.001419231
COF,EOG,0.00141986
KEY,MHK,0.001420401
INCY,JCI,0.001420523
C,PEAK,0.001421203
FITB,LVS,0.00143102
ES,SWK,0.001433228
COF,WAB,0.001440329
KEY,PEP,0.001441262
TDG,TRV,0.001443045
JCI,MKTX,0.001446873
DHR,WAT,0.001447694
ES,TRV,0.001448269
MKC,PNW,0.001451007
ACN,MTD,0.001453156
HSIC,KMB,0.001453523
CPT,SWK,0.001462868
KEY,URI,0.001463193
PRU,UAL,0.001464255
MTB,PG,0.001464258
MO,NVR,0.00146486
KEY,PPL,0.001466461
LH,SJM,0.001466926
LNC,PFG,0.001474155
KEY,PEG,0.001476321
KEY,PKG,0.001476348
FITB,ITW,0.001477876
FITB,ICE,0.001480574
CMCSA,TRV,0.001487306
MSFT,NOC,0.001487455
MCO,TMO,0.001490102
D,MDLZ,0.00149334
DUK,YUM,0.001493461
BMY,NKE,0.001493824
KEY,SYY,0.001494278
CBRE,CSX,0.001496826
FITB,MRK,0.001498795
LYV,SCHW,0.00150138
LH,PGR,0.001504621
ACN,LH,0.001505462
AME,COF,0.001506073
PCAR,PH,0.001511162
HBAN,IPG,0.001512471
CRL,PEG,0.001512921
AIG,C,0.001520217
EFX,NI,0.001524038
KEY,MDT,0.001524972
LRCX,RSG,0.001525989
KEY,MSFT,0.00152682
BWA,JCI,0.001526838
CBRE,IRM,0.001528767
C,L,0.001535752
A,ROK,0.001540397
ORCL,WTW,0.001543484
KEY,LUV,0.001545484
PNW,SWK,0.00154662
GE,PLD,0.001547979
COF,USB,0.001551098
PHM,REGN,0.001553786
LH,MMM,0.001563013
HBAN,REG,0.001563918
ABT,MCO,0.001564913
CAG,POOL,0.001565436
PG,UPS,0.001577462
DHI,SRE,0.00158329
CVS,MCO,0.001584398
DHI,GIS,0.001592345
CMS,POOL,0.001592856
D,OMC,0.001594897
KEY,OMC,0.001595437
BF-B,CBRE,0.001603087
CHD,IT,0.001603694
PEP,PGR,0.001608273
MMC,TECH,0.001608962
ATO,TFX,0.001609927
PAYX,TXN,0.001615316
SCHW,TMUS,0.001618727
BDX,MAS,0.001619472
KEY,NWL,0.001625388
NSC,PTC,0.001626825
FITB,XRAY,0.001634345
HSY,JBHT,0.001640413
ILMN,RHI,0.001640647
ICE,NEE,0.001642232
PHM,STX,0.001642905
FITB,JCI,0.001643675
ATO,TSN,0.001644908
HBAN,PEG,0.001651276
PODD,PXD,0.00165616
KEY,SNA,0.001659304
FDX,TT,0.001659682
AMP,COF,0.001659889
FITB,PKI,0.001667141
ACN,DHR,0.001668086
MAS,PEG,0.001669222
COF,TROW,0.001670604
AAL,BRK-B,0.001675694
GPN,VMC,0.001680486
DIS,MCO,0.001683949
CMS,MTD,0.001693638
MRK,TT,0.001705428
ADP,IT,0.001706316
AAP,BALL,0.001708373
SWK,WEC,0.001709909
PSA,VRSN,0.001710725
CRM,IT,0.001715324
JCI,NOC,0.001718124
ADI,BIO,0.001718493
ETN,PODD,0.001721181
KEY,T,0.001722749
MDT,ZBH,0.001726475
MLM,STZ,0.001726989
FITB,MCHP,0.001727129
D,RJF,0.001727392
MCK,VRTX,0.001729539
FICO,PAYX,0.001729665
KEY,PG,0.001729817
DHR,PGR,0.001731314
FITB,PEP,0.001733538
A,PH,0.001733728
PODD,TFC,0.001735124
CBRE,SBAC,0.001735375
ES,INTU,0.001736999
HBAN,SYK,0.001743521
D,DHR,0.001755236
COO,WTW,0.001757396
PHM,SHW,0.001760264
ADI,DTE,0.001764055
EIX,JCI,0.001766447
MCO,REGN,0.001769881
RF,XRAY,0.001775749
FITB,TROW,0.001777303
CBRE,RTX,0.001784415
KEY,ZBRA,0.001787393
CB,KLAC,0.001789604
CDNS,PAYX,0.001791708
FITB,OMC,0.001794189
MDLZ,PGR,0.001815162
MCK,VTRS,0.00181592
OMC,PG,0.001817856
LH,SNPS,0.001819383
CDNS,HUM,0.001822764
JCI,TGT,0.00182749
LH,ROST,0.001827964
TMUS,TT,0.0018317
ROST,XEL,0.001838804
CPB,TYL,0.001839885
HBAN,WBA,0.001842182
DHI,SJM,0.001844596
DHI,PSA,0.00184726
IT,LH,0.001847934
JBHT,WELL,0.001848548
KEY,TXN,0.001848828
HBAN,LRCX,0.001852926
RF,TT,0.001854032
FITB,WFC,0.001856307
CPT,YUM,0.001858398
CDNS,COST,0.001860936
TMUS,WAT,0.001861251
ES,MKC,0.001862628
MCO,PKI,0.001863118
CLX,DHI,0.001864617
BALL,FRT,0.001864734
PEP,PKI,0.001865973
CMCSA,DHI,0.001869007
CDNS,NEE,0.00186948
ECL,LEN,0.001872555
CRM,D,0.00187297
FITB,SYK,0.001875143
KEY,MRK,0.001877591
AIG,CRL,0.00187785
CTRA,JCI,0.00187829
KEY,ROK,0.001886132
DIS,MOH,0.001892096
BMY,DHI,0.00189668
AMT,ROP,0.001900197
AJG,DUK,0.001900877
A,TER,0.001903131
EXPE,HUM,0.001906756
HBAN,LYV,0.001909273
SRE,WFC,0.001912358
CMS,MKC,0.001914027
DUK,TJX,0.001915483
RF,TDY,0.001915569
DHI,DUK,0.001915884
LH,WTW,0.001917089
MDT,NWL,0.001917979
COF,PKG,0.001919909
PHM,WMT,0.001923434
RJF,TFC,0.001924015
CCL,EXPE,0.001924464
BLK,RE,0.001933331
HBAN,NTRS,0.001933451
ANSS,CBRE,0.001933497
KEY,LLY,0.001937443
DHI,XEL,0.001938252
CB,CMCSA,0.001944447
KEY,SNPS,0.001944643
ADI,GL,0.001948956
CL,LKQ,0.001949413
KEY,TAP,0.001951037
MLM,WST,0.001953245
CLX,ORLY,0.001954836
BR,TMUS,0.001955434
CSGP,ECL,0.001956904
DHR,ES,0.001960314
IEX,JNJ,0.001967537
HAS,JCI,0.001968601
ROL,SWK,0.00197008
EXPE,NWL,0.001972364
CMS,SWK,0.001973963
BLK,WHR,0.001974318
PKI,WFC,0.001977983
JCI,SWKS,0.001979593
COF,ECL,0.001989057
LEN,MA,0.001989957
KEY,MCHP,0.001993445
BRK-B,LYV,0.001994749
LMT,TAP,0.001998599
DLTR,WELL,0.002000219
D,IPG,0.002002816
MKC,XEL,0.002003128
MOH,REGN,0.002003877
KEY,WST,0.002006166
ALGN,CINF,0.002008634
ICE,MAS,0.002014365
FITB,IP,0.002015436
HAS,NFLX,0.002018268
DXCM,ELV,0.002019133
ATVI,TSN,0.002020942
BIO,TER,0.002027719
PEP,RE,0.002030609
IT,RMD,0.002031344
STE,UHS,0.002031484
AMT,SWK,0.002034381
PH,PTC,0.002035173
ITW,KLAC,0.002039854
NKE,STE,0.002042214
ADSK,LRCX,0.002046806
DHI,DTE,0.002049207
CHD,WEC,0.002054997
ALGN,DPZ,0.002059348
BIIB,MCK,0.002063392
MET,PFG,0.002067709
KEY,WRB,0.002068365
FITB,HON,0.002072985
DXCM,LUV,0.00207514
ALGN,SYY,0.002076764
COF,GL,0.002081402
KEY,LDOS,0.002089164
TDG,WRB,0.002102977
FISV,TYL,0.002110338
INTU,WEC,0.002111092
IPG,UPS,0.002112114
MAS,STZ,0.002115729
CCL,XRAY,0.002118241
AMGN,LOW,0.002122602
AIZ,TMUS,0.002124439
DFS,JBHT,0.002127309
GL,RJF,0.002130347
KEY,WBA,0.0021305
IFF,INTU,0.00213365
AEP,VRSN,0.002134459
KEY,MMM,0.002137243
AOS,CPB,0.002139255
UDR,WAT,0.002141831
PAYX,XRAY,0.002149
MAS,TAP,0.002150683
CRM,IFF,0.002153445
ACN,WRB,0.002160363
LEN,RMD,0.002161311
AZO,INTU,0.00216161
IT,UPS,0.002161722
KEY,NEE,0.002164495
COF,CSX,0.00216579
RF,WFC,0.002168169
MA,SPGI,0.002168826
DRI,PCG,0.002173006
FITB,GOOGL,0.002178684
FITB,TT,0.002179111
HUM,JCI,0.002182105
KEY,SEE,0.002183169
LEN,VFC,0.002183748
JBHT,LEN,0.002187129
AMGN,SHW,0.002189876
FITB,NDSN,0.002194067
VRSN,WEC,0.002195378
COF,EBAY,0.002198416
AMGN,DHI,0.002198768
KEY,PARA,0.002204115
PG,TFC,0.00220663
CDNS,LNT,0.002209373
MCO,TECH,0.002209459
GOOG,JKHY,0.002212165
DHI,REGN,0.002215758
ANSS,CCI,0.002223886
ECL,SRE,0.002225405
AIG,NEM,0.002230676
EFX,MO,0.002233407
COST,LEN,0.002233767
FITB,IDXX,0.002241381
HBAN,PRU,0.002248293
CDNS,MTD,0.002251361
PHM,PPG,0.002252522
KLAC,PEP,0.002253745
CI,MOH,0.00225754
COF,JBHT,0.002261109
HST,PODD,0.002264828
CHD,DLTR,0.002267341
LMT,TFX,0.002268039
PG,USB,0.002271591
BRK-B,FDX,0.002272981
FITB,STT,0.002274927
CBRE,CTSH,0.002277869
RMD,TRV,0.00229183
CBRE,EBAY,0.002292014
PCAR,PODD,0.002294914
JKHY,PGR,0.002296447
BDX,NOC,0.002300564
EVRG,IDXX,0.002310161
ES,MTD,0.002311358
KEY,STZ,0.002317252
KEY,MOH,0.002317537
CBRE,DHR,0.002330179
IPG,PGR,0.002335379
RSG,TSN,0.00233903
TMUS,WFC,0.002342848
HSIC,SPGI,0.002343029
MSFT,PAYX,0.002345495
CHD,LEN,0.002348345
CBRE,IVZ,0.002353458
ALGN,IDXX,0.002354146
DHR,ICE,0.00235827
KEY,TECH,0.002363794
KEY,KR,0.002365683
ES,PGR,0.002367053
AIG,AIZ,0.002369521
CMS,DHI,0.002375065
PGR,XEL,0.002375619
CE,TER,0.002379427
CRM,LEN,0.002379547
AMT,DHI,0.002382651
ESS,INTU,0.002384538
COF,ODFL,0.002386499
FITB,SYY,0.002390563
KEY,LOW,0.002392326
KEY,KLAC,0.002393606
DHR,UPS,0.002393893
ADM,PRU,0.002397354
BRK-B,WHR,0.002397441
ANSS,EBAY,0.002402146
GRMN,HBAN,0.002403713
FITB,RSG,0.002409184
KEY,PFE,0.002410032
VRTX,VTRS,0.002415029
ETN,PARA,0.002415654
AIG,SLB,0.002417578
NOC,VMC,0.002418385
AEP,DHI,0.002423536
CI,ICE,0.00242445
CHD,ES,0.00242895
DUK,UPS,0.002432127
SBUX,TYL,0.002440989
VMC,WST,0.002441159
APH,CMCSA,0.002444742
GOOGL,ICE,0.002449732
COF,NSC,0.002457884
COST,FRT,0.002471101
EBAY,PFE,0.002472916
KEY,TROW,0.002474208
SYK,XRAY,0.002475467
PAYX,TFX,0.002476339
APD,CDNS,0.002481699
DHI,IFF,0.00248591
IT,WTW,0.002485954
COST,PEP,0.002488138
KEY,RTX,0.002495445
K,LNT,0.002499218
NWL,PAYX,0.002503415
AAPL,LEN,0.002503619
KEY,WM,0.002504132
ANSS,DUK,0.00250659
BLK,SRE,0.002507229
AEP,ICE,0.002511244
CTAS,TFX,0.002513698
HBAN,ICE,0.002515571
CMS,PGR,0.002516929
FITB,RE,0.002518163
ITW,MCHP,0.002521684
DHI,KO,0.002522705
AAL,DIS,0.002527411
ROP,TGT,0.002527746
HBAN,NDAQ,0.00252783
FDS,UDR,0.002529613
APH,JPM,0.002534217
PCAR,TEL,0.002534474
ANSS,WELL,0.002534902
GIS,SWK,0.002538807
DUK,VZ,0.002544353
MAS,NOC,0.002544779
BAX,GEN,0.00254964
AIG,PFG,0.002554162
CPB,GOOG,0.002557799
DHI,IT,0.002557997
COF,FDX,0.002564367
MSFT,SYY,0.002566183
AIG,AKAM,0.002566606
KEY,MMC,0.002567055
COF,SRE,0.002567182
BALL,DUK,0.002567289
CMCSA,RJF,0.002568384
AXP,STX,0.002569044
DHI,ORLY,0.002570734
COF,KMX,0.002573048
SNA,TYL,0.002579089
DTE,PGR,0.002581128
CPB,PGR,0.002582466
CPB,TFX,0.002583656
CPB,GOOGL,0.002584858
CDNS,ROL,0.002587954
PEAK,VTR,0.00259025
DHI,PKI,0.002591439
BKNG,COF,0.002592071
CINF,SYY,0.002594861
CBRE,VRTX,0.002595104
NEE,RE,0.002595777
MSFT,UNH,0.002600465
AJG,GPC,0.002601252
CDNS,FICO,0.002604681
MOH,NKE,0.002607871
DGX,MLM,0.002611029
COF,ROP,0.002611595
CDNS,JKHY,0.002611686
D,IEX,0.002613113
GPN,TMUS,0.00262043
CBRE,PH,0.002620948
CCL,PEG,0.002626378
ADBE,VMC,0.002630054
GOOGL,JKHY,0.002630377
PTC,TFC,0.002631105
MCK,WAB,0.002631858
DRI,MAA,0.002636677
ACN,K,0.002641291
COF,WY,0.00264332
DUK,RJF,0.002648635
BRK-B,COF,0.002651391
LH,NI,0.002658223
CDNS,ROP,0.002663471
KEY,PGR,0.002663877
PHM,PKI,0.00266627
GPC,PG,0.002666292
AIG,DAL,0.002670928
BLK,TMO,0.002671368
KEY,WHR,0.00267158
NVR,ORLY,0.002677682
DHI,MO,0.002679604
CI,EXPE,0.002681958
BDX,VMC,0.002687906
LHX,SYK,0.00269171
CAG,SNPS,0.002694153
WFC,WHR,0.002696417
AMZN,DRI,0.002700107
DIS,WFC,0.002701983
KEY,STX,0.002710351
CL,COF,0.002711724
CDNS,GOOG,0.002715232
MCO,SBAC,0.002720853
HBAN,LHX,0.002727871
NEE,POOL,0.002729059
AIG,REG,0.002729258
LEN,WAB,0.002731832
KEY,MAS,0.002735473
AMZN,JCI,0.002738487
APD,HUM,0.002745294
HBAN,MET,0.002745979
AZO,MDLZ,0.002747064
AMD,NEM,0.002752542
LH,MNST,0.002754222
FITB,XOM,0.002754764
CDNS,EXPE,0.002757212
MTD,ROL,0.002758445
IEX,OMC,0.002759278
LIN,QCOM,0.002760253
AIG,MRO,0.002766013
AIG,MU,0.002770404
FITB,MSI,0.002770925
BA,TFC,0.002772858
KEY,VLO,0.002777214
PKI,SPGI,0.00278906
PEP,SNA,0.002797657
ICE,SPGI,0.002799794
KEY,LRCX,0.002809081
ANSS,CPT,0.00281342
AIG,TFC,0.002815757
CDNS,IDXX,0.002823663
KEY,SRE,0.002827362
K,NVR,0.002828999
FITB,MSFT,0.002830149
NUE,STT,0.002832833
CDNS,HON,0.002836776
ABT,PHM,0.002841051
RF,WY,0.00284399
EMN,TROW,0.002854015
IPG,TMO,0.002864771
NKE,TYL,0.002865198
RF,RJF,0.002865542
RF,TEL,0.002865664
CLX,HSIC,0.00286701
AEP,OMC,0.002869365
AIG,COF,0.002870405
DTE,UPS,0.002871576
A,CE,0.002873042
ACN,SWK,0.0028773
APH,RJF,0.002878678
MRK,USB,0.002880886
COF,DISH,0.002881351
MMC,PEP,0.002881497
AIG,DVN,0.002882684
AIG,NDAQ,0.002891516
FRT,MDLZ,0.002894146
DVA,ORCL,0.002894688
CDNS,GOOGL,0.002900232
LEN,YUM,0.002900638
NDSN,TER,0.002901124
DRI,ROST,0.002902988
SHW,SRE,0.002903568
CRM,DHI,0.002916555
BIIB,COF,0.002918571
KEY,VRSN,0.002918822
DTE,IT,0.002918892
NVR,STE,0.002922276
DHI,MNST,0.002928704
ATVI,GPN,0.002929753
MHK,WBA,0.002931149
KEY,SPGI,0.002934456
CI,JCI,0.002937411
HRL,JKHY,0.002938136
D,ODFL,0.002941229
AIG,TTWO,0.002942314
FITB,RTX,0.002943181
JCI,TAP,0.002943586
WELL,YUM,0.00294423
AIG,EXPD,0.002945409
BRK-B,ZBH,0.002950527
FITB,IEX,0.002950834
IFF,MDLZ,0.002953324
ADBE,MSFT,0.002955919
KEY,NTRS,0.002956734
RF,RSG,0.002964746
CPB,K,0.002967523
CBRE,DE,0.002969413
DHI,HRL,0.002970298
HBAN,STT,0.002974303
PGR,TYL,0.002976862
LLY,XRAY,0.002977957
AIG,CCL,0.00297856
CDNS,SNPS,0.002982863
HON,PKI,0.002984151
AIG,DXC,0.00298461
KEY,MCO,0.002984987
AKAM,PCAR,0.002990438
FITB,MTD,0.002990877
CCI,DUK,0.00299985
JBHT,YUM,0.003004511
TECH,ZBH,0.00300655
CCL,LHX,0.003006732
FITB,LHX,0.003008183
AIG,ALL,0.003009194
CRM,WAT,0.003009239
DTE,WRB,0.003009768
ROK,TER,0.003010104
DUK,JBHT,0.003010914
CTAS,NOC,0.003014086
AIG,PCAR,0.003015987
DUK,WTW,0.003016301
LEN,ORCL,0.00302093
DHI,K,0.003021207
D,HON,0.003023314
AIG,LRCX,0.003025387
D,SPGI,0.003027993
INTU,LNT,0.003028131
ANSS,EL,0.003028791
PHM,TMO,0.0030339
SBAC,WAB,0.003036681
CPT,ED,0.003042524
RF,TXN,0.003043559
AIG,PEG,0.003046043
GIS,WEC,0.003047587
CBRE,DVA,0.003048699
ATVI,WST,0.003056809
BRK-B,PNC,0.003065923
O,SJM,0.00306908
AIG,TER,0.003074364
KEY,POOL,0.003075279
KEY,ODFL,0.003078667
EQR,LH,0.003090524
AMT,LEN,0.003092183
KO,VZ,0.003092308
DHI,XRAY,0.003093208
SWK,UDR,0.003095755
APD,ICE,0.00309805
AIG,COP,0.003101749
GIS,PGR,0.003104335
ABT,BIIB,0.003113109
AIG,TPR,0.003113148
AEP,IPG,0.003113268
HBAN,PEP,0.003118572
AIG,ARE,0.003123861
AMZN,PGR,0.003131711
STE,WBA,0.003132547
CHD,LH,0.003132689
DHI,SBAC,0.003135987
NVR,XEL,0.003136418
COO,DUK,0.003138791
ED,MCD,0.003142809
O,SWK,0.00314495
MAS,NWL,0.003148524
AIG,EIX,0.003155081
CMCSA,COST,0.003159057
IFF,LNT,0.003159954
COO,KMX,0.003160697
CTAS,MSFT,0.003163455
AIG,STLD,0.003163621
CDNS,REG,0.003164282
COST,MHK,0.003165938
AIG,ZBH,0.003166792
AES,ZION,0.003168754
LH,SPGI,0.003175123
RF,UNH,0.003176485
CNP,CVX,0.003179473
BAC,J,0.003184401
PG,RJF,0.003184668
AIG,SCHW,0.003186158
AIG,RHI,0.003188092
KEY,WTW,0.003189542
DLTR,SO,0.003192064
CAG,WRB,0.003195481
APD,TECH,0.003197603
DHI,NKE,0.003204001
D,MA,0.003204746
BBWI,CBRE,0.003208784
MOH,WBA,0.003209613
MMC,TDG,0.003212333
CMS,TRV,0.003213682
AIG,FCX,0.003216878
PGR,ROL,0.003217389
LIN,PXD,0.003217916
RF,URI,0.003225191
BR,MSFT,0.003226171
AIG,DD,0.003228212
GOOGL,MAS,0.003228794
ATO,CPB,0.003229281
COF,PCAR,0.00323132
AIG,MCO,0.003233915
PODD,RTX,0.003239451
KEY,TRV,0.003240103
DXCM,WBA,0.003241932
PEP,TRV,0.003242302
MMM,SPGI,0.003245066
ES,FRT,0.003248867
EIX,ICE,0.003250343
DHR,JKHY,0.003250637
LMT,VMC,0.003251259
AIG,WY,0.003251438
MOH,UHS,0.003253807
COO,WELL,0.003254065
A,COF,0.00325669
RF,SYY,0.003257439
AIG,NWL,0.003266504
AVB,WAT,0.003269828
PHM,TDY,0.003270331
CDNS,IRM,0.003271665
FITB,SNA,0.003277144
MAS,TFX,0.003277836
KEY,ROP,0.003281692
EXPE,MHK,0.003282719
IFF,K,0.003283806
KEY,MTD,0.003284306
CDNS,HSIC,0.003285447
CBRE,TECH,0.003286386
AIG,FDX,0.003297133
AIG,TGT,0.003300275
DHI,TGT,0.003305546
AIG,LEN,0.003305664
IPG,MDLZ,0.003310199
RF,T,0.003317885
CAH,MCO,0.003318413
D,ECL,0.003330846
BR,TSN,0.003332287
ADM,ZBH,0.00333477
AIG,SEE,0.003343204
AIG,MAS,0.003351941
CPT,ES,0.003352808
COF,PARA,0.003353769
DHI,NI,0.003355862
DXCM,KR,0.003357378
ALGN,EVRG,0.003373625
AIG,ICE,0.003379071
LHX,MLM,0.003379257
BMY,MOH,0.003380985
FITB,SLB,0.00338412
AIG,BEN,0.003385163
DHI,LKQ,0.003388328
AIG,LUV,0.003393719
SPGI,TMO,0.003397067
PHM,PKG,0.003397335
FIS,IPG,0.003407459
BDX,PAYX,0.003413231
NKE,UHS,0.003421037
CDNS,UNH,0.003422567
RF,UPS,0.003424835
AIG,SYK,0.003428808
AIG,MHK,0.003430058
UPS,WTW,0.003433033
AAP,DIS,0.003434363
BALL,DTE,0.003439387
FITB,PEG,0.003442424
ABT,DHI,0.003448559
RF,XOM,0.003457286
LH,WELL,0.003460758
ANSS,CDNS,0.003466811
IT,WEC,0.003467856
HBAN,SEE,0.003474648
KEY,LNT,0.003476613
CDNS,ITW,0.003476938
KEY,KMX,0.003478679
PG,TDY,0.003480502
D,DFS,0.003480568
PGR,WEC,0.003483091
APD,ELV,0.003483523
KEY,MLM,0.003486375
LNT,PGR,0.003487682
SYK,VMC,0.003488397
CBRE,ZBRA,0.003488545
AVY,XRAY,0.003495642
CCI,CDNS,0.003501352
D,WTW,0.003502396
D,TFC,0.003504911
AIG,XOM,0.003508092
PFG,STT,0.003510891
BDX,FISV,0.003511907
FITB,PARA,0.003511917
AIG,TFX,0.003518897
CBRE,PKI,0.003520233
APH,MMC,0.003533745
KLAC,PAYX,0.003539415
MCHP,PTC,0.003539776
COST,TRV,0.00354129
KEY,WMB,0.003542223
BKNG,DUK,0.003543211
GOOG,MAS,0.003551806
RF,TMO,0.003554116
ADI,CB,0.003554507
LYV,ZBH,0.00356019
LNT,SNPS,0.003562797
GOOG,K,0.003563365
TECH,TMO,0.003568781
RF,SEE,0.00357119
GWW,LIN,0.003573387
RF,UAL,0.003574268
KEY,MDLZ,0.003579352
CBRE,MCO,0.003587716
POOL,ROL,0.003589996
RF,TAP,0.003590934
KEY,MA,0.003592163
FITB,MMM,0.003593107
HBAN,XRAY,0.00359543
VRSN,XEL,0.003598374
PHM,UNP,0.00359856
FITB,TMO,0.003601081
PHM,VFC,0.00360197
CL,COO,0.003604699
PFE,TJX,0.003606504
CBRE,ORLY,0.003607204
LHX,MSFT,0.003607378
AIG,AXP,0.003610712
KEY,TFX,0.003611979
BR,MLM,0.003612645
COO,LEN,0.003615903
ITW,NEE,0.003616387
GIS,TYL,0.003617029
HBAN,MTB,0.003617648
LMT,MAS,0.003619553
JKHY,NI,0.003620702
ACN,LNT,0.003621625
FITB,PKG,0.003634318
DGX,IDXX,0.003635648
AMT,SPG,0.003635654
KEY,XOM,0.003635968
LYV,TMO,0.00363866
ADI,IT,0.003638772
PKI,ZBH,0.003640726
HSIC,NVR,0.003641137
BKNG,HSY,0.003641552
KEY,WY,0.00364406
EXPE,WBA,0.003648003
RMD,WHR,0.00364994
MET,STT,0.003653024
CBRE,PXD,0.003653643
BAX,JNJ,0.003655253
FITB,PAYX,0.003658465
LEN,VZ,0.003661779
DVA,VFC,0.003662229
AIG,MRK,0.003662668
DGX,PCG,0.003665359
DGX,MKTX,0.003669025
DPZ,JPM,0.003674726
KEY,NFLX,0.003679564
DTE,LH,0.003681181
CLX,STE,0.00368533
WM,WST,0.003686747
CBRE,RE,0.003692085
CBRE,ITW,0.003694405
AIG,ELV,0.003696902
AIG,MTB,0.003699988
KLAC,NEE,0.003701811
KEY,WAB,0.003705862
ANSS,DHI,0.003712845
BRK-B,TEL,0.0037178
FITB,URI,0.003719188
NTRS,SCHW,0.003719491
RF,ZBRA,0.003727364
HBAN,PKI,0.003733609
ADI,ROL,0.003737377
FITB,SNPS,0.003738019
CDNS,NDAQ,0.003742939
ABC,UHS,0.003748017
EA,VMC,0.003748482
